id,plot,NDVI_d28,SAVI_d28,GNDVI_d28,MCARI1_d28,SR_d28,NDVI_d01,SAVI_d01,GNDVI_d01,MCARI1_d01,SR_d01,NDVI_d04,SAVI_d04,GNDVI_d04,MCARI1_d04,SR_d04,NDVI_d08,SAVI_d08,GNDVI_d08,MCARI1_d08,SR_d08,Class
55,222,0.799274554,1.198866549,0.709546667,16926.79689,10.02796065,0.776146767,1.164192316,0.728863976,26895.01975,8.536911487,0.73679956,1.105148402,0.675475559,13414.36635,6.90329449,0.716205971,1.074262523,0.671040928,13050.41583,6.207749517,1
56,223,0.772861829,1.159246801,0.67203373,15631.90938,8.39161227,0.752069855,1.128079643,0.703466732,27496.45023,7.470987953,0.705445113,1.058116321,0.653966785,12006.79882,6.000967124,0.702791242,1.054144431,0.647620339,13959.90523,5.886574277,1
57,23,0.793705908,1.190514459,0.676632418,17398.62953,9.462379924,0.768915868,1.153350511,0.705756274,32652.54535,8.247214305,0.773972768,1.160921506,0.680308619,20426.3309,8.410356927,0.782941405,1.174379075,0.700441091,22391.41245,8.757980121,0
58,22,0.784820032,1.177187471,0.673513977,17784.13156,9.171088817,0.770256224,1.15536125,0.701514793,32113.07033,8.352601682,0.780659363,1.170953645,0.679384418,21845.46511,8.625365677,0.768179682,1.152232057,0.696245521,20091.70124,8.239581628,0
59,231,0.794871425,1.192263308,0.688351185,17399.21163,9.731045496,0.768509988,1.152737111,0.710823525,25533.12671,8.167791586,0.740492375,1.110689577,0.675128843,13885.27612,7.130283468,0.739548497,1.109280061,0.674300616,15355.75501,6.886935175,1
60,224,0.804792052,1.207142507,0.693535605,17207.57636,10.21163444,0.768145564,1.152193866,0.710970848,30113.89466,8.082713523,0.698276093,1.047361125,0.648421809,11421.44849,5.773739901,0.683556201,1.025287354,0.647078963,12059.52746,5.436373351,1
61,234,0.777222464,1.16578746,0.681182294,15630.65697,8.822980775,0.743847156,1.115746607,0.698946967,27915.30493,7.235477497,0.705518503,1.05822787,0.648770776,12109.96466,5.992611103,0.685952617,1.028884107,0.639731891,12324.7621,5.473100508,1
62,232,0.754210958,1.131268149,0.660533743,14243.84176,7.91401216,0.734659791,1.101961468,0.692746684,23309.17518,6.889796207,0.706235967,1.059303091,0.649849707,12200.07384,6.004391728,0.68487354,1.02726494,0.629218906,12585.23163,5.468445782,1
63,221,0.768909056,1.1533198,0.686460771,15983.50006,8.429781114,0.736085417,1.104100134,0.700288292,22988.84542,7.072643018,0.716138322,1.074161123,0.666046991,13477.25223,6.326705181,0.687289542,1.030892068,0.652855696,12995.34999,5.543596842,1
64,24,0.779289203,1.168889729,0.670156967,16834.23728,8.82793503,0.751837471,1.127732858,0.700192675,31228.22886,7.667230795,0.746426806,1.119597157,0.67613818,17257.5743,7.469812133,0.77027909,1.155380621,0.700684569,19479.57938,8.204621228,0
65,241,0.779318177,1.168935913,0.696683081,17486.55161,9.093280517,0.749468865,1.124177017,0.707191842,25640.73504,7.646416725,0.745375785,1.118018973,0.689989591,15548.17799,7.235798753,0.720599906,1.080858544,0.681536603,14930.35932,6.349342082,0
66,262,0.781298584,1.171904849,0.685854019,17036.48759,9.141078273,0.760947985,1.141396755,0.713377362,27615.16998,8.076416936,0.735655751,1.10343965,0.6684984,15268.8164,6.994690592,0.704413194,1.056575881,0.645064464,13451.57235,5.93750006,1
67,251,0.755184834,1.132733496,0.6605429,15852.83237,7.914961812,0.726881313,1.090292925,0.682189554,22658.14116,6.783760885,0.708590225,1.062836256,0.643902652,13104.70798,6.093265589,0.700899515,1.051304936,0.644887471,13417.07846,5.800064751,1
68,243,0.785143517,1.177667666,0.687147764,15576.73118,9.126763773,0.761561069,1.142313212,0.715977656,24909.25259,7.969754209,0.712120681,1.068124619,0.66410569,11191.62778,6.180840656,0.69852858,1.047743178,0.650151209,12134.56918,5.76559534,1
69,244,0.806635223,1.209906135,0.714261233,16643.4658,10.13337295,0.778050216,1.167050624,0.730249726,30364.24316,8.608458933,0.715696433,1.073490313,0.665502612,11602.04732,6.237789174,0.69776701,1.046599473,0.657306368,11463.91334,5.729752176,1
70,252,0.791183897,1.186733126,0.69402542,17629.95361,9.792282973,0.749844145,1.124738149,0.707945107,25347.92281,7.868777911,0.721032231,1.081497473,0.665244333,13060.32926,6.548141938,0.69380948,1.040666846,0.648711102,12700.24826,5.683393866,1
71,253,0.804469246,1.206659938,0.704125036,17594.62161,10.30902364,0.786120572,1.179154703,0.735754003,29547.30212,8.958142646,0.727847139,1.091717968,0.674568264,12804.73619,6.580651967,0.693020118,1.039482979,0.652580197,12341.56388,5.647709957,1
72,254,0.786609356,1.17986786,0.687683185,16127.0108,9.352340406,0.760864483,1.141272693,0.71126011,29336.49899,8.025262298,0.705622191,1.058382592,0.648059444,12273.90265,6.019115247,0.693504169,1.040208433,0.643663419,12096.72054,5.668529168,1
73,242,0.804182985,1.206229897,0.703635694,17568.20348,10.30042997,0.790506243,1.185734146,0.729411382,30405.12113,9.246694141,0.747973066,1.121914479,0.674926181,15544.21393,7.319662523,0.719790632,1.079640888,0.661931638,13817.81919,6.33289872,1
74,261,0.765600946,1.148357427,0.66767809,16026.43079,8.372847438,0.76112403,1.141657855,0.70596213,24805.58265,7.939225831,0.746547859,1.119775297,0.670810726,14989.4411,7.315423815,0.722093174,1.083094373,0.657102722,14044.9847,6.466628475,1
75,263,0.796941526,1.195365653,0.690545052,16605.88644,9.95215167,0.787635236,1.181428179,0.724107452,31482.13415,9.327646331,0.736343115,1.104465515,0.670656973,14258.0242,6.913623861,0.710095492,1.06509744,0.653636649,13231.47042,6.060763636,1
76,264,0.75752495,1.136241428,0.66529916,15022.62012,8.035357215,0.752581654,1.128849201,0.699447807,30190.65411,7.568170619,0.712714616,1.069023955,0.651524186,13247.367,6.158184744,0.705119934,1.057634994,0.644045322,13301.50739,5.969795432,1
77,291,0.81130584,1.21691823,0.701307765,19439.17904,10.66272175,0.767512858,1.15124461,0.701641436,28723.2449,8.28728577,0.763828688,1.145705735,0.675493937,18956.49979,7.913114833,0.730672626,1.095965474,0.666674323,15190.01537,6.679783207,1
78,272,0.765418328,1.148082504,0.661056201,15752.92838,8.31751045,0.7441959,1.116266869,0.693440919,24922.87566,7.307699673,0.719370083,1.079007555,0.650841725,13577.76912,6.395602019,0.702973614,1.054415314,0.638563804,13338.71314,5.895170435,1
79,273,0.803327535,1.204946194,0.677066258,17577.12881,10.11583401,0.766047148,1.149044386,0.705504199,28718.00889,8.170659226,0.727341715,1.090963887,0.654166613,13903.13446,6.605207153,0.697304936,1.045911983,0.635178797,13013.49359,5.7289115,1
80,271,0.770730933,1.156053165,0.672974798,16538.83864,8.634537941,0.744030748,1.116018444,0.696801655,24271.03021,7.330605439,0.739016716,1.108480151,0.67165418,15499.53576,7.065898938,0.715575495,1.073317172,0.653113559,13789.49222,6.274760128,1
81,281,0.757084303,1.135583461,0.658321143,15964.73781,7.743107624,0.735586415,1.103351719,0.688163562,22687.92082,6.874789225,0.71461841,1.07188249,0.650990946,13691.54502,6.197601688,0.691738172,1.037561073,0.643540967,12331.77881,5.621996458,1
82,274,0.771733527,1.15755304,0.678365303,15260.38705,8.798843476,0.759620183,1.13940686,0.7090927,29758.92997,7.952801791,0.738232192,1.10730245,0.67272939,14763.65084,6.969102091,0.708784264,1.063133291,0.654319923,13881.66053,6.041900794,1
83,282,0.799197246,1.198751404,0.693667912,17402.26007,9.794543155,0.758005803,1.136981408,0.702030599,25685.12207,7.746915229,0.70792554,1.061839663,0.6382695,12816.94263,6.047447475,0.690384139,1.035528607,0.635320454,12158.80283,5.594731662,1
84,284,0.75086308,1.1262467,0.667094017,14191.97204,7.886186371,0.725462556,1.088167503,0.688411922,24821.01184,6.738969458,0.692004939,1.037959122,0.634485538,12322.08947,5.651197151,0.680942651,1.021365197,0.632457015,11578.01884,5.404330007,1
